id,title,overview,genres,keywords,original_language,release_date,vote_average,vote_count,popularity,runtime,adult,video,genre_list,keyword_list,genres_str,keywords_str,release_year,clean_overview,model_text
100150,푸른 도서관 너머 150,"인천의 낡은 공단을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 13, ""name"": ""음악""}]","[{""id"": 125, ""name"": ""탐정""}, {""id"": 103, ""name"": ""기억""}, {""id"": 102, ""name"": ""우정""}, {""id"": 119, ""name"": ""환경""}]",ko,2007-12-03,6.4,8493,28.07,130,False,False,"['애니메이션', '음악']","['탐정', '기억', '우정', '환경']",애니메이션 음악,탐정 기억 우정 환경,2007,"인천의 낡은 공단을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","인천의 낡은 공단을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 음악 탐정 기억 우정 환경"
100151,붉은 별의 비밀 151,"광주의 대학가을 배경으로, 고향으로 돌아온 요리사가 가짜 뉴스로 인해 무너진 관계를 회복하려 한다. 이 과정에서 진실과 거짓을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 5, ""name"": ""미스터리""}]","[{""id"": 125, ""name"": ""탐정""}, {""id"": 120, ""name"": ""언론""}, {""id"": 124, ""name"": ""시간여행""}, {""id"": 119, ""name"": ""환경""}]",ko,2008-01-22,7.9,8630,27.846,78,False,False,"['코미디', '미스터리']","['탐정', '언론', '시간여행', '환경']",코미디 미스터리,탐정 언론 시간여행 환경,2008,"광주의 대학가을 배경으로, 고향으로 돌아온 요리사가 가짜 뉴스로 인해 무너진 관계를 회복하려 한다. 이 과정에서 진실과 거짓을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","광주의 대학가을 배경으로, 고향으로 돌아온 요리사가 가짜 뉴스로 인해 무너진 관계를 회복하려 한다. 이 과정에서 진실과 거짓을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 미스터리 탐정 언론 시간여행 환경"
100152,검은 식당로 가는 길 152,"외딴 섬을 배경으로, 택배 기사가 정체를 알 수 없는 음성 메시지를 매일 받기 시작한다. 이 과정에서 환경과 공존을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 12, ""name"": ""애니메이션""}]","[{""id"": 105, ""name"": ""제주""}, {""id"": 108, ""name"": ""인공지능""}, {""id"": 109, ""name"": ""로봇""}, {""id"": 106, ""name"": ""서울""}]",ko,2008-03-12,6.0,8767,30.65,91,False,False,"['범죄', '애니메이션']","['제주', '인공지능', '로봇', '서울']",범죄 애니메이션,제주 인공지능 로봇 서울,2008,"외딴 섬을 배경으로, 택배 기사가 정체를 알 수 없는 음성 메시지를 매일 받기 시작한다. 이 과정에서 환경과 공존을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","외딴 섬을 배경으로, 택배 기사가 정체를 알 수 없는 음성 메시지를 매일 받기 시작한다. 이 과정에서 환경과 공존을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 애니메이션 제주 인공지능 로봇 서울"
100153,하얀 비행과 우리 153,"서울의 오래된 골목을 배경으로, 가족과 멀어진 의사가 도시 전체의 전력이 사라진 밤에 중요한 선택을 한다. 이 과정에서 세대 간 갈등을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 4, ""name"": ""스릴러""}]","[{""id"": 109, ""name"": ""로봇""}, {""id"": 121, ""name"": ""가짜뉴스""}, {""id"": 119, ""name"": ""환경""}, {""id"": 107, ""name"": ""바다""}]",ko,2008-05-01,7.9,8904,24.865,104,False,False,"['애니메이션', '스릴러']","['로봇', '가짜뉴스', '환경', '바다']",애니메이션 스릴러,로봇 가짜뉴스 환경 바다,2008,"서울의 오래된 골목을 배경으로, 가족과 멀어진 의사가 도시 전체의 전력이 사라진 밤에 중요한 선택을 한다. 이 과정에서 세대 간 갈등을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","서울의 오래된 골목을 배경으로, 가족과 멀어진 의사가 도시 전체의 전력이 사라진 밤에 중요한 선택을 한다. 이 과정에서 세대 간 갈등을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 스릴러 로봇 가짜뉴스 환경 바다"
100154,마지막 터널에게 154,"한강변을 배경으로, 고향으로 돌아온 요리사가 하루가 반복되는 이상한 현상을 겪는다. 이 과정에서 사랑과 이별을 마주하며 자신의 삶을 다시 바라본다. 코미디와 모험의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 11, ""name"": ""모험""}]","[{""id"": 106, ""name"": ""서울""}, {""id"": 110, ""name"": ""추적""}, {""id"": 107, ""name"": ""바다""}, {""id"": 113, ""name"": ""여행""}]",ko,2008-06-20,5.9,9041,35.674,117,False,False,"['코미디', '모험']","['서울', '추적', '바다', '여행']",코미디 모험,서울 추적 바다 여행,2008,"한강변을 배경으로, 고향으로 돌아온 요리사가 하루가 반복되는 이상한 현상을 겪는다. 이 과정에서 사랑과 이별을 마주하며 자신의 삶을 다시 바라본다. 코미디와 모험의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","한강변을 배경으로, 고향으로 돌아온 요리사가 하루가 반복되는 이상한 현상을 겪는다. 이 과정에서 사랑과 이별을 마주하며 자신의 삶을 다시 바라본다. 코미디와 모험의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 모험 서울 추적 바다 여행"
100155,첫 번째 약속 155,"대구의 오래된 극장을 배경으로, 택배 기사가 실종 사건의 단서가 된 노래를 해석하기 시작한다. 이 과정에서 선택과 책임을 마주하며 자신의 삶을 다시 바라본다. 범죄와 로맨스의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 3, ""name"": ""로맨스""}]","[{""id"": 102, ""name"": ""우정""}, {""id"": 110, ""name"": ""추적""}, {""id"": 101, ""name"": ""가족""}, {""id"": 123, ""name"": ""역사""}]",ko,2008-01-05,7.5,9178,26.798,130,False,False,"['범죄', '로맨스']","['우정', '추적', '가족', '역사']",범죄 로맨스,우정 추적 가족 역사,2008,"대구의 오래된 극장을 배경으로, 택배 기사가 실종 사건의 단서가 된 노래를 해석하기 시작한다. 이 과정에서 선택과 책임을 마주하며 자신의 삶을 다시 바라본다. 범죄와 로맨스의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","대구의 오래된 극장을 배경으로, 택배 기사가 실종 사건의 단서가 된 노래를 해석하기 시작한다. 이 과정에서 선택과 책임을 마주하며 자신의 삶을 다시 바라본다. 범죄와 로맨스의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 로맨스 우정 추적 가족 역사"
100156,낯선 극장의 끝 156,"달 기지을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 SF의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 10, ""name"": ""SF""}]","[{""id"": 123, ""name"": ""역사""}, {""id"": 124, ""name"": ""시간여행""}, {""id"": 121, ""name"": ""가짜뉴스""}, {""id"": 125, ""name"": ""탐정""}]",ko,2008-02-24,5.6,9315,41.722,78,False,False,"['애니메이션', 'SF']","['역사', '시간여행', '가짜뉴스', '탐정']",애니메이션 SF,역사 시간여행 가짜뉴스 탐정,2008,"달 기지을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 SF의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","달 기지을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 SF의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 SF 역사 시간여행 가짜뉴스 탐정"
100157,잊힌 시간의 선택 157,"제주도의 작은 해안마을을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 5, ""name"": ""미스터리""}]","[{""id"": 122, ""name"": ""공동체""}, {""id"": 102, ""name"": ""우정""}, {""id"": 124, ""name"": ""시간여행""}, {""id"": 116, ""name"": ""학교""}]",ko,2008-04-14,7.5,9452,34.241,91,False,False,"['코미디', '미스터리']","['공동체', '우정', '시간여행', '학교']",코미디 미스터리,공동체 우정 시간여행 학교,2008,"제주도의 작은 해안마을을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","제주도의 작은 해안마을을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 미스터리 공동체 우정 시간여행 학교"
100158,비밀의 학교을 기다리며 158,"강원도의 산골마을을 배경으로, 택배 기사가 인공지능이 작성한 의문의 일기를 추적한다. 이 과정에서 기억과 정체성을 마주하며 자신의 삶을 다시 바라본다. 범죄와 판타지의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 9, ""name"": ""판타지""}]","[{""id"": 120, ""name"": ""언론""}, {""id"": 113, ""name"": ""여행""}, {""id"": 117, ""name"": ""범죄""}, {""id"": 121, ""name"": ""가짜뉴스""}]",ko,2008-06-03,5.4,9589,35.65,104,False,False,"['범죄', '판타지']","['언론', '여행', '범죄', '가짜뉴스']",범죄 판타지,언론 여행 범죄 가짜뉴스,2008,"강원도의 산골마을을 배경으로, 택배 기사가 인공지능이 작성한 의문의 일기를 추적한다. 이 과정에서 기억과 정체성을 마주하며 자신의 삶을 다시 바라본다. 범죄와 판타지의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","강원도의 산골마을을 배경으로, 택배 기사가 인공지능이 작성한 의문의 일기를 추적한다. 이 과정에서 기억과 정체성을 마주하며 자신의 삶을 다시 바라본다. 범죄와 판타지의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 판타지 언론 여행 범죄 가짜뉴스"
100159,고요한 문의 계절 159,"전주의 한옥마을을 배경으로, 가족과 멀어진 의사가 우연히 과거의 사건과 연결된 사진을 발견한다. 이 과정에서 우정과 신뢰을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 드라마의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 1, ""name"": ""드라마""}]","[{""id"": 112, ""name"": ""사랑""}, {""id"": 124, ""name"": ""시간여행""}, {""id"": 117, ""name"": ""범죄""}, {""id"": 114, ""name"": ""음악""}]",ko,2008-07-23,7.3,9726,40.3,117,False,False,"['애니메이션', '드라마']","['사랑', '시간여행', '범죄', '음악']",애니메이션 드라마,사랑 시간여행 범죄 음악,2008,"전주의 한옥마을을 배경으로, 가족과 멀어진 의사가 우연히 과거의 사건과 연결된 사진을 발견한다. 이 과정에서 우정과 신뢰을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 드라마의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","전주의 한옥마을을 배경으로, 가족과 멀어진 의사가 우연히 과거의 사건과 연결된 사진을 발견한다. 이 과정에서 우정과 신뢰을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 드라마의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 드라마 사랑 시간여행 범죄 음악"
100160,빛나는 카페의 기록 160,"가상의 미래 도시을 배경으로, 고향으로 돌아온 요리사가 가족이 숨겨온 오래된 약속의 의미를 알게 된다. 이 과정에서 가족의 의미을 마주하며 자신의 삶을 다시 바라본다. 코미디와 가족의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 8, ""name"": ""가족""}]","[{""id"": 104, ""name"": ""미스터리""}, {""id"": 106, ""name"": ""서울""}, {""id"": 109, ""name"": ""로봇""}, {""id"": 121, ""name"": ""가짜뉴스""}]",ko,2008-09-11,5.3,9863,30.95,130,False,False,"['코미디', '가족']","['미스터리', '서울', '로봇', '가짜뉴스']",코미디 가족,미스터리 서울 로봇 가짜뉴스,2008,"가상의 미래 도시을 배경으로, 고향으로 돌아온 요리사가 가족이 숨겨온 오래된 약속의 의미를 알게 된다. 이 과정에서 가족의 의미을 마주하며 자신의 삶을 다시 바라본다. 코미디와 가족의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","가상의 미래 도시을 배경으로, 고향으로 돌아온 요리사가 가족이 숨겨온 오래된 약속의 의미를 알게 된다. 이 과정에서 가족의 의미을 마주하며 자신의 삶을 다시 바라본다. 코미디와 가족의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 가족 미스터리 서울 로봇 가짜뉴스"
100161,흐린 파도의 하루 161,"국경 근처의 작은 역을 배경으로, 택배 기사가 폐쇄 예정인 공간을 지키기 위한 계획을 세운다. 이 과정에서 상실과 회복을 마주하며 자신의 삶을 다시 바라본다. 범죄와 다큐멘터리의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 15, ""name"": ""다큐멘터리""}]","[{""id"": 119, ""name"": ""환경""}, {""id"": 115, ""name"": ""요리""}, {""id"": 102, ""name"": ""우정""}, {""id"": 118, ""name"": ""미래""}]",ko,2008-10-31,7.1,10000,29.079,78,False,False,"['범죄', '다큐멘터리']","['환경', '요리', '우정', '미래']",범죄 다큐멘터리,환경 요리 우정 미래,2008,"국경 근처의 작은 역을 배경으로, 택배 기사가 폐쇄 예정인 공간을 지키기 위한 계획을 세운다. 이 과정에서 상실과 회복을 마주하며 자신의 삶을 다시 바라본다. 범죄와 다큐멘터리의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","국경 근처의 작은 역을 배경으로, 택배 기사가 폐쇄 예정인 공간을 지키기 위한 계획을 세운다. 이 과정에서 상실과 회복을 마주하며 자신의 삶을 다시 바라본다. 범죄와 다큐멘터리의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 다큐멘터리 환경 요리 우정 미래"
100162,먼 섬에서 만난 사람 162,"부산항 인근을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 범죄의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 7, ""name"": ""범죄""}]","[{""id"": 120, ""name"": ""언론""}, {""id"": 124, ""name"": ""시간여행""}, {""id"": 109, ""name"": ""로봇""}, {""id"": 106, ""name"": ""서울""}]",ko,2008-05-17,5.1,10137,34.012,91,False,False,"['애니메이션', '범죄']","['언론', '시간여행', '로봇', '서울']",애니메이션 범죄,언론 시간여행 로봇 서울,2008,"부산항 인근을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 범죄의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","부산항 인근을 배경으로, 가족과 멀어진 의사가 수십 년 전 사라진 편지 한 통을 발견한다. 이 과정에서 도전과 성장을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 범죄의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 범죄 언론 시간여행 로봇 서울"
100163,작은 노래의 밤 163,"인천의 낡은 공단을 배경으로, 고향으로 돌아온 요리사가 가짜 뉴스로 인해 무너진 관계를 회복하려 한다. 이 과정에서 진실과 거짓을 마주하며 자신의 삶을 다시 바라본다. 코미디와 역사의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 14, ""name"": ""역사""}]","[{""id"": 107, ""name"": ""바다""}, {""id"": 119, ""name"": ""환경""}, {""id"": 125, ""name"": ""탐정""}, {""id"": 122, ""name"": ""공동체""}]",ko,2008-07-06,6.8,10274,31.372,104,False,False,"['코미디', '역사']","['바다', '환경', '탐정', '공동체']",코미디 역사,바다 환경 탐정 공동체,2008,"인천의 낡은 공단을 배경으로, 고향으로 돌아온 요리사가 가짜 뉴스로 인해 무너진 관계를 회복하려 한다. 이 과정에서 진실과 거짓을 마주하며 자신의 삶을 다시 바라본다. 코미디와 역사의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","인천의 낡은 공단을 배경으로, 고향으로 돌아온 요리사가 가짜 뉴스로 인해 무너진 관계를 회복하려 한다. 이 과정에서 진실과 거짓을 마주하며 자신의 삶을 다시 바라본다. 코미디와 역사의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 역사 바다 환경 탐정 공동체"
100164,오래된 탐정의 온도 164,"광주의 대학가을 배경으로, 택배 기사가 정체를 알 수 없는 음성 메시지를 매일 받기 시작한다. 이 과정에서 환경과 공존을 마주하며 자신의 삶을 다시 바라본다. 범죄와 액션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 6, ""name"": ""액션""}]","[{""id"": 115, ""name"": ""요리""}, {""id"": 118, ""name"": ""미래""}, {""id"": 105, ""name"": ""제주""}, {""id"": 103, ""name"": ""기억""}]",ko,2008-08-25,8.4,10411,27.031,117,False,False,"['범죄', '액션']","['요리', '미래', '제주', '기억']",범죄 액션,요리 미래 제주 기억,2008,"광주의 대학가을 배경으로, 택배 기사가 정체를 알 수 없는 음성 메시지를 매일 받기 시작한다. 이 과정에서 환경과 공존을 마주하며 자신의 삶을 다시 바라본다. 범죄와 액션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","광주의 대학가을 배경으로, 택배 기사가 정체를 알 수 없는 음성 메시지를 매일 받기 시작한다. 이 과정에서 환경과 공존을 마주하며 자신의 삶을 다시 바라본다. 범죄와 액션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 액션 요리 미래 제주 기억"
100165,새로운 레시피 너머 165,"외딴 섬을 배경으로, 가족과 멀어진 의사가 도시 전체의 전력이 사라진 밤에 중요한 선택을 한다. 이 과정에서 세대 간 갈등을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 13, ""name"": ""음악""}]","[{""id"": 110, ""name"": ""추적""}, {""id"": 113, ""name"": ""여행""}, {""id"": 103, ""name"": ""기억""}, {""id"": 116, ""name"": ""학교""}]",ko,2008-10-14,6.7,10548,31.929,130,False,False,"['애니메이션', '음악']","['추적', '여행', '기억', '학교']",애니메이션 음악,추적 여행 기억 학교,2008,"외딴 섬을 배경으로, 가족과 멀어진 의사가 도시 전체의 전력이 사라진 밤에 중요한 선택을 한다. 이 과정에서 세대 간 갈등을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","외딴 섬을 배경으로, 가족과 멀어진 의사가 도시 전체의 전력이 사라진 밤에 중요한 선택을 한다. 이 과정에서 세대 간 갈등을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 음악의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 음악 추적 여행 기억 학교"
100166,달빛 아래 눈의 비밀 166,"서울의 오래된 골목을 배경으로, 고향으로 돌아온 요리사가 하루가 반복되는 이상한 현상을 겪는다. 이 과정에서 사랑과 이별을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 5, ""name"": ""미스터리""}]","[{""id"": 122, ""name"": ""공동체""}, {""id"": 101, ""name"": ""가족""}, {""id"": 118, ""name"": ""미래""}, {""id"": 111, ""name"": ""성장""}]",ko,2008-12-03,8.2,10685,33.497,78,False,False,"['코미디', '미스터리']","['공동체', '가족', '미래', '성장']",코미디 미스터리,공동체 가족 미래 성장,2008,"서울의 오래된 골목을 배경으로, 고향으로 돌아온 요리사가 하루가 반복되는 이상한 현상을 겪는다. 이 과정에서 사랑과 이별을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","서울의 오래된 골목을 배경으로, 고향으로 돌아온 요리사가 하루가 반복되는 이상한 현상을 겪는다. 이 과정에서 사랑과 이별을 마주하며 자신의 삶을 다시 바라본다. 코미디와 미스터리의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 미스터리 공동체 가족 미래 성장"
100167,바람 속 골목로 가는 길 167,"한강변을 배경으로, 택배 기사가 실종 사건의 단서가 된 노래를 해석하기 시작한다. 이 과정에서 선택과 책임을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 7, ""name"": ""범죄""}, {""id"": 12, ""name"": ""애니메이션""}]","[{""id"": 103, ""name"": ""기억""}, {""id"": 117, ""name"": ""범죄""}, {""id"": 125, ""name"": ""탐정""}, {""id"": 110, ""name"": ""추적""}]",ko,2009-01-22,6.4,10822,42.145,91,False,False,"['범죄', '애니메이션']","['기억', '범죄', '탐정', '추적']",범죄 애니메이션,기억 범죄 탐정 추적,2009,"한강변을 배경으로, 택배 기사가 실종 사건의 단서가 된 노래를 해석하기 시작한다. 이 과정에서 선택과 책임을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","한강변을 배경으로, 택배 기사가 실종 사건의 단서가 된 노래를 해석하기 시작한다. 이 과정에서 선택과 책임을 마주하며 자신의 삶을 다시 바라본다. 범죄와 애니메이션의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 범죄 애니메이션 기억 범죄 탐정 추적"
100168,비 오는 날 마을과 우리 168,"대구의 오래된 극장을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","[{""id"": 12, ""name"": ""애니메이션""}, {""id"": 4, ""name"": ""스릴러""}]","[{""id"": 123, ""name"": ""역사""}, {""id"": 109, ""name"": ""로봇""}, {""id"": 102, ""name"": ""우정""}, {""id"": 105, ""name"": ""제주""}]",ko,2009-03-13,8.0,10959,27.533,104,False,False,"['애니메이션', '스릴러']","['역사', '로봇', '우정', '제주']",애니메이션 스릴러,역사 로봇 우정 제주,2009,"대구의 오래된 극장을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화.","대구의 오래된 극장을 배경으로, 가족과 멀어진 의사가 서로 다른 목적을 가진 사람들과 뜻밖의 팀을 이룬다. 이 과정에서 지역 공동체을 마주하며 자신의 삶을 다시 바라본다. 애니메이션와 스릴러의 요소를 결합해 이야기를 긴장감 있게 풀어낸 가상의 한국 영화. 애니메이션 스릴러 역사 로봇 우정 제주"
100169,제주의 열차에게 169,"달 기지을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 모험의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","[{""id"": 2, ""name"": ""코미디""}, {""id"": 11, ""name"": ""모험""}]","[{""id"": 112, ""name"": ""사랑""}, {""id"": 119, ""name"": ""환경""}, {""id"": 116, ""name"": ""학교""}, {""id"": 115, ""name"": ""요리""}]",ko,2008-09-27,6.2,11096,33.617,117,False,False,"['코미디', '모험']","['사랑', '환경', '학교', '요리']",코미디 모험,사랑 환경 학교 요리,2008,"달 기지을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 모험의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화.","달 기지을 배경으로, 고향으로 돌아온 요리사가 마을 사람들만 알고 있는 비밀스러운 규칙을 알게 된다. 이 과정에서 기술과 인간성을 마주하며 자신의 삶을 다시 바라본다. 코미디와 모험의 요소를 결합해 이야기를 따뜻한 시선으로 풀어낸 가상의 한국 영화. 코미디 모험 사랑 환경 학교 요리"
